SKU,GCODE,Category,New Description,NMFC,Treads,Width,Depth,Gauge,Height,Length,Capacity,WEIGHT,Stock,Type
U27T42108,U27T,RACK-T,"Crafted from standard gauge steel, this item spans standard in width and 42"" in depth, providing reliable strength for industrial applications. It is crafted for durability and strength in a variety of demanding settings.",55,,,"42""",,"108""",,20600 lbs,62.0 lbs,,
U27K42108,U27K,RACK-K,"With a width of standard and a depth of 42"", this standard gauge steel component ensures long-lasting performance in tough industrial settings. It is built to handle tough conditions and provide superior performance over time.",55,,,"42""",,"108""",,22605 lbs,62.0 lbs,,
U27T48108,U27T,RACK-T,"Measuring standard in width and 48"" in depth, this standard gauge steel product is engineered for industrial-grade performance. It is offering exceptional durability in rigorous industrial applications.",55,,,"48""",,"108""",,20600 lbs,64.0 lbs,,
U27K48108,U27K,RACK-K,"Crafted from standard gauge steel, this item spans standard in width and 48"" in depth, providing reliable strength for industrial applications. It is crafted for durability and strength in a variety of demanding settings.",55,,,"48""",,"108""",,22605 lbs,64.0 lbs,,
U37T30108,U37T,RACK-T,"Measuring standard in width and 30"" in depth, this standard gauge steel product is engineered for industrial-grade performance. It is offering exceptional durability in rigorous industrial applications.",55,,,"30""",,"108""",,29800 lbs,75.0 lbs,,
U37K30108,U37K,RACK-K,"Crafted from standard gauge steel, this item spans standard in width and 30"" in depth, providing reliable strength for industrial applications. It is engineered for continuous use in challenging conditions, ensuring dependable performance.",55,,,"30""",,"108""",,31400 lbs,75.0 lbs,,
U37T36108,U37T,RACK-T,"Designed for reliability, this product is standard wide, 36"" deep, and made with durable standard gauge steel, ideal for heavy-duty use. It is offering superior resistance to wear and tear in heavy-use scenarios.",55,,,"36""",,"108""",,29800 lbs,77.0 lbs,,
U37K36108,U37K,RACK-K,"This product is built for demanding environments, featuring standard width, 36"" depth, and a sturdy standard gauge construction. It is offering exceptional durability in rigorous industrial applications.",55,,,"36""",,"108""",,31400 lbs,77.0 lbs,,
U37T42108,U37T,RACK-T,"Measuring standard in width and 42"" in depth, this standard gauge steel product is engineered for industrial-grade performance. It is providing a solid and reliable solution for high-traffic areas.",55,,,"42""",,"108""",,29800 lbs,79.0 lbs,,
U37K42108,U37K,RACK-K,"Crafted from standard gauge steel, this item spans standard in width and 42"" in depth, providing reliable strength for industrial applications. It is engineered for continuous use in challenging conditions, ensuring dependable performance.",55,,,"42""",,"108""",,31400 lbs,79.0 lbs,,
U37T48108,U37T,RACK-T,"Measuring standard in width and 48"" in depth, this standard gauge steel product is engineered for industrial-grade performance. It is ideal for supporting industrial processes that require robust materials.",55,,,"48""",,"108""",,29800 lbs,81.0 lbs,,
U37K48108,U37K,RACK-K,"This product is built for demanding environments, featuring standard width, 48"" depth, and a sturdy standard gauge construction. It is ensuring long-lasting reliability even in the most demanding industrial environments.",55,,,"48""",,"108""",,31400 lbs,81.0 lbs,,
U27T30144,U27T,RACK-T,"With a width of standard and a depth of 30"", this standard gauge steel component ensures long-lasting performance in tough industrial settings. It is ideal for supporting industrial processes that require robust materials.",55,,,"30""",,"144""",,20600 lbs,78.0 lbs,,
U27K30144,U27K,RACK-K,"Measuring standard in width and 30"" in depth, this standard gauge steel product is engineered for industrial-grade performance. It is offering superior resistance to wear and tear in heavy-use scenarios.",55,,,"30""",,"144""",,22605 lbs,78.0 lbs,,
U37T30144,U37T,RACK-T,"Measuring standard in width and 30"" in depth, this standard gauge steel product is engineered for industrial-grade performance. It is offering superior resistance to wear and tear in heavy-use scenarios.",55,,,"30""",,"144""",,29800 lbs,100.0 lbs,,
U37K30144,U37K,RACK-K,"Measuring standard in width and 30"" in depth, this standard gauge steel product is engineered for industrial-grade performance. It is ideal for supporting industrial processes that require robust materials.",55,,,"30""",,"144""",,31400 lbs,100.0 lbs,,
U27T36144,U27T,RACK-T,"With a width of standard and a depth of 36"", this standard gauge steel component ensures long-lasting performance in tough industrial settings. It is designed to withstand heavy-duty use while maintaining structural integrity.",55,,,"36""",,"144""",,20600 lbs,80.0 lbs,,
U27K36144,U27K,RACK-K,"Crafted from standard gauge steel, this item spans standard in width and 36"" in depth, providing reliable strength for industrial applications. It is built to handle tough conditions and provide superior performance over time.",55,,,"36""",,"144""",,22605 lbs,80.0 lbs,,
U37T36144,U37T,RACK-T,"This product is built for demanding environments, featuring standard width, 36"" depth, and a sturdy standard gauge construction. It is built to handle tough conditions and provide superior performance over time.",55,,,"36""",,"144""",,29800 lbs,103.0 lbs,,
U37K36144,U37K,RACK-K,"Measuring standard in width and 36"" in depth, this standard gauge steel product is engineered for industrial-grade performance. It is offering superior resistance to wear and tear in heavy-use scenarios.",55,,,"36""",,"144""",,31400 lbs,103.0 lbs,,
U27T42144,U27T,RACK-T,"With a width of standard and a depth of 42"", this standard gauge steel component ensures long-lasting performance in tough industrial settings. It is offering superior resistance to wear and tear in heavy-use scenarios.",55,,,"42""",,"144""",,20600 lbs,83.0 lbs,,
U27K42144,U27K,RACK-K,"With a width of standard and a depth of 42"", this standard gauge steel component ensures long-lasting performance in tough industrial settings. It is ensuring long-lasting reliability even in the most demanding industrial environments.",55,,,"42""",,"144""",,22605 lbs,83.0 lbs,,
U37T42144,U37T,RACK-T,"Crafted from standard gauge steel, this item spans standard in width and 42"" in depth, providing reliable strength for industrial applications. It is made to last through extended periods of intense industrial usage.",55,,,"42""",,"144""",,29800 lbs,106.0 lbs,,
U37K42144,U37K,RACK-K,"Crafted from standard gauge steel, this item spans standard in width and 42"" in depth, providing reliable strength for industrial applications. It is offering exceptional durability in rigorous industrial applications.",55,,,"42""",,"144""",,31400 lbs,106.0 lbs,,
U27T48144,U27T,RACK-T,"This product is built for demanding environments, featuring standard width, 48"" depth, and a sturdy standard gauge construction. It is providing a solid and reliable solution for high-traffic areas.",55,,,"48""",,"144""",,20600 lbs,86.0 lbs,,
U27K48144,U27K,RACK-K,"Measuring standard in width and 48"" in depth, this standard gauge steel product is engineered for industrial-grade performance. It is ideal for supporting industrial processes that require robust materials.",55,,,"48""",,"144""",,22605 lbs,86.0 lbs,,
U37T48144,U37T,RACK-T,"Designed for reliability, this product is standard wide, 48"" deep, and made with durable standard gauge steel, ideal for heavy-duty use. It is crafted for durability and strength in a variety of demanding settings.",55,,,"48""",,"144""",,29800 lbs,109.0 lbs,,
U37K48144,U37K,RACK-K,"With a width of standard and a depth of 48"", this standard gauge steel component ensures long-lasting performance in tough industrial settings. It is designed to withstand heavy-duty use while maintaining structural integrity.",55,,,"48""",,"144""",,31400 lbs,109.0 lbs,,
U27T30156,U27T,RACK-T,"Crafted from standard gauge steel, this item spans standard in width and 30"" in depth, providing reliable strength for industrial applications. It is offering exceptional durability in rigorous industrial applications.",55,,,"30""",,"156""",,20600 lbs,83.0 lbs,,
U27K30156,U27K,RACK-K,"This product is built for demanding environments, featuring standard width, 30"" depth, and a sturdy standard gauge construction. It is made to last through extended periods of intense industrial usage.",55,,,"30""",,"156""",,22605 lbs,83.0 lbs,,
U37T30156,U37T,RACK-T,"Measuring standard in width and 30"" in depth, this standard gauge steel product is engineered for industrial-grade performance. It is providing a solid and reliable solution for high-traffic areas.",55,,,"30""",,"156""",,29800 lbs,108.0 lbs,,
U37K30156,U37K,RACK-K,"This product is built for demanding environments, featuring standard width, 30"" depth, and a sturdy standard gauge construction. It is engineered for continuous use in challenging conditions, ensuring dependable performance.",55,,,"30""",,"156""",,31400 lbs,108.0 lbs,,
U27T36156,U27T,RACK-T,"Crafted from standard gauge steel, this item spans standard in width and 36"" in depth, providing reliable strength for industrial applications. It is ensuring long-lasting reliability even in the most demanding industrial environments.",55,,,"36""",,"156""",,20600 lbs,86.0 lbs,,
